war,en
"Mga anak ko, kinahanglan diri la ha im-im ug wait an aton paghigugma; kinahanglan tinuod ini nga gugma kon igpakita dida hin mga mag-upay nga buhat.","Dear children, let us not love with words or speech but with actions and in truth."
"Sanglit amo ini an paghibaro naton nga skop kita han kamatuoran, ngan may-ada naton pagsarig ha atubangan han Dyos.",This is how we know that we belong to the truth and how we set our hearts at rest in his presence:
"Kon paghukman kita han aton konsensya, maaram kita nga labaw han aton konsensya an Dyos nga maaram han ngatanan.","If our hearts condemn us, we know that God is greater than our hearts, and he knows everything."
"Sanglit, hinigugma ko nga kasangkayan, kon diri kita paghukman han aton konsensya, may pagtapod naton ha atubangan han Dyos.","Dear friends, if our hearts do not condemn us, we have confidence before God"
"Nakarawat kita tikang ha iya hin bisan ano nga aton pinangangaro, kay nagtutuman kita han iya mga sugo ngan nagbubuhat kita han nakakalipay ha iya.","and receive from him anything we ask, because we keep his commands and do what pleases him."
"Amo ini an iya iginsusugo: nga tumoo kita han ngaran han iya Anak nga hi Jesu-Cristo, ngan maghigugmaay kita sugad han iginsugo ni Cristo ha aton.","And this is his command: to believe in the name of his Son, Jesus Christ, and to love one another as he commanded us."
"Hibabaroan niyo kon an Espiritu kanan Dyos dida hini nga paagi: an bisan hin-o nga magtug-an nga nahimo nga tawo hi Jesu-Cristo, may-ada Espiritu nga kanan Dyos.","This is how you can recognize the Spirit of God: Every spirit that acknowledges that Jesus Christ has come in the flesh is from God,"
"Kundi an magdiwara hini mahitungod kan Jesus, waray Espiritu nga kanan Dyos. Tikang han Kaaway ni Cristo ini nga Espiritu. Hinbatian niyo nga maabot ini, ngan yana aanhi na ha kalibutan.","but every spirit that does not acknowledge Jesus is not from God. This is the spirit of the antichrist, which you have heard is coming and even now is already in the world."
"Ini nga mga diri matuod nga manaragna naghihimangraw mahitungod han mga butang han kalibutan, ngan namamati ha ira an kalibutan, kay kanan kalibutan man hira.","They are from the world and therefore speak from the viewpoint of the world, and the world listens to them."
"Hinigugma ko nga kasangkayan, maghigugmaay kita, kay natikang sa Dyos an gugma, sanglit anak han Dyos ngan nakilala han Dyos an bisan hin-o nga nahigugma.","Dear friends, let us love one another, for love comes from God. Everyone who loves has been born of God and knows God."
"Diri nakilala han Dyos an bisan hin-o nga diri nahigugma, kay gugma an Dyos.","Whoever does not love does not know God, because God is love."
"Sugad hini an pagpakita han Dyos han iya gugma ha aton: ginsugo niya nganhi ha kalibutan an amo la nga iya Anak, basi magkaada kita kinabuhi pinaagi ha iya.",This is how God showed his love among us: He sent his one and only Son into the world that we might live through him.
"Amo ini an gugma: diri nga kita an naghigugma han Dyos, kundi nga an Dyos an naghigugma ha aton ngan nagsugo han iya Anak, basi pinaagi ha iya mapasaylo an aton mga sala.","This is love: not that we loved God, but that he loved us and sent his Son as an atoning sacrifice for our sins."
"Hinigugma ko nga kasangkayan, kon sugad hini an paghigugma han Dyos ha aton, kinahanglan maghigugmaay man kita.","Dear friends, since God so loved us, we also ought to love one another."
"Waray pa nakakita han Dyos; kon maghigugmaay kita, nag-uokoy an Dyos dinhe ha aton ngan nahihingpit an iya gugma dinhe ha aton.","No one has ever seen God; but if we love one another, God lives in us and his love is made complete in us."
Maaram kita nga diri kita magsasayop nga nag-uokoy kita dida han Dyos ngan nag-uokoy man an Dyos dinhe ha aton tungod kay ihinatag niya ha aton an iya Espiritu.,This is how we know that we live in him and he in us: He has given us of his Spirit.
Ngan aton hinkit-an ngan iginsumat ha iba nga an Amay nagsugo han iya Anak nga magin Magtaralwas han kalibutan.,And we have seen and testify that the Father has sent his Son to be the Savior of the world.
"An bisan hin-o nga magpahayag nga hi Jesus amo an Anak han Dyos, nag-uokoy dida ha Dyos ngan nag-uokoy man an Dyos dida ha iya.","If anyone acknowledges that Jesus is the Son of God, God lives in them and they in God."
"Ngan makilala ngan matoo kita han kanan Dyos paghigugma ha aton. Gugma an Dyos, ngan an bisan hin-o nga nag-uokoy dida han gugma nag-uokoy dida ha Dyos, ngan nag-uokoy man an Dyos dida ha iya.","And so we know and rely on the love God has for us. God is love. Whoever lives in love lives in God, and God in them."
"Ginhihingpit an gugma dinhe ha aton, basi diri kita mahadlok ha Adlaw han Paghukom; kay an aton kinabuhi dinhe hini nga kalibutan sugad man han kan Cristo.",This is how love is made complete among us so that we will have confidence on the day of judgment: In this world we are like Jesus.
Nahigugma kita kay una an Dyos humigugma ha aton.,We love because he first loved us.
Sanglit amo ini an sugo nga iginhatag ni Cristo ha aton: kinahanglan nga adton nahigugma han Dyos humigugma man han iya bugto.,And he has given us this command: Anyone who loves God must also love their brother and sister.
Anak han Dyos adton natoo nga hi Jesus amo an Mesiyas; ngan adton nahigugma hin usa nga amay nahigugma man liwat han anak hini nga amay.,"Everyone who believes that Jesus is the Christ is born of God, and everyone who loves the father loves his child as well."
Sugad hini an pagsabot naton nga nahigugma kita han mga anak han Dyos: kon nahigugma kita han Dyos ngan nagtutuman kita han iya mga sugo.,This is how we know that we love the children of God: by loving God and carrying out his commands.
"Kay an aton paghigugma han Dyos hisasabtan dida han aton pagtuman han iya mga sugo. Ngan diri gud makuri para ha aton an pagtuman han iya mga sugo,","In fact, this is love for God: to keep his commands. And his commands are not burdensome,"
kay an tagsa nga anak han Dyos makakahimo hin pakadaog han kalibutan. Nakadaog kita han kalibutan pinaagi han aton pagtoo.,"for everyone born of God overcomes the world. This is the victory that has overcome the world, even our faith."
Hin-o ba an makakadaog han kalibutan? Adton natoo la nga hi Jesus amo an Anak han Dyos.,Who is it that overcomes the world? Only the one who believes that Jesus is the Son of God.
May-ada tulo nga mga saksi:,For there are three that testify:
"an Espiritu, an tubig, ngan an dugo; ngan nagkakauruyon ini nga tulo ha ira pagkasaksi.","the Spirit, the water and the blood; and the three are in agreement."
"Sanglit amo ini an pagsaksi: naghatag an Dyos ha aton han waray kataposan nga kinabuhi, ngan aada han iya Anak ini nga kinabuhi.","And this is the testimony: God has given us eternal life, and this life is in his Son."
"May-ada hini nga kinabuhi adton anuokyan han Anak, ngan waray hini nga kinabuhi adton diri inuokyan han Anak han Dyos.",Whoever has the Son has life; whoever does not have the Son of God does not have life.
Nagsusurat ako ha iyo hini basi hibaroan niyo nga may-ada niyo kinabuhi nga waray kataposan—kamo nga natoo han ngaran han Anak han Dyos.,I write these things to you who believe in the name of the Son of God so that you may know that you have eternal life.
Madasigon kita ha atubangan han Dyos kay maaram man kita nga namamati hiya kon nangangaro kita ha iya hin bisan ano nga uyon han iya kaburot-on.,"This is the confidence we have in approaching God: that if we ask anything according to his will, he hears us."
"Tungod nga maaram kita nga namamati hiya kon nangangaro kita ha iya, maaram liwat kita nga nahatag hiya han aton pinangangaro ha iya.",And if we know that he hears us—whatever we ask—we know that we have what we asked of him.
"Sala an ngatanan nga maraot nga buhat, kundi may-ada sala nga diri nakakamatay.","All wrongdoing is sin, and there is sin that does not lead to death."
"Maaram kita nga waray anak han Dyos nga nagpapadayon hin pagpinakasala, kay pinananalipdan hiya han Anak han Dyos, sanglit diri makakadaog ha iya an Yawa.","We know that anyone born of God does not continue to sin; the One who was born of God keeps them safe, and the evil one cannot harm them."
Maaram kita nga kanan Dyos na kita bisan kon ginahahadian han Yawa an bug-os nga kalibutan.,"We know that we are children of God, and that the whole world is under the control of the evil one."
"Mga anak, paglikay kamo han mga diri matuod nga kadiyosan.","Dear children, keep yourselves from idols."
Para ini ha iyo ngan pinaagi hin pagtoo pinananalipdan kamo han gahom han Dyos tungod han katalwasan nga andam nga igpapadayag ha kataposan nga panahon.,who through faith are shielded by God’s power until the coming of the salvation that is ready to be revealed in the last time.
"Pagkalipay kamo tungod hini, bisan kon kinahanglan magmabidoon kamo anay hin madaliay yana, tungod hin damo kalain nga mga pagsulay nga iyo gin-aantos.","In all this you greatly rejoice, though now for a little while you may have had to suffer grief in all kinds of trials."
"kay kinakarawat niyo an tuyo han iyo pagtoo, nga amo an katalwasan han iyo mga kalag.","for you are receiving the end result of your faith, the salvation of your souls."
Nangita ngan nag-usisa hin maupay mahitungod hini nga katalwasan an mga manaragna; ngan nagtagna hira mahitungod hini nga upa nga ihahatag ha iyo han Dyos.,"Concerning this salvation, the prophets, who spoke of the grace that was to come to you, searched intently and with the greatest care,"
"Sanglit, andama an iyo mga hunahuna. Pag-ikmat ngan bug-osa an iyo paglaom dida han mga kaupayan nga ihahatag ha iyo kon igpadayag na hi Jesu-Cristo.","Therefore, with minds that are alert and fully sober, set your hope on the grace to be brought to you when Jesus Christ is revealed at his coming."
"Pagmasinugtanon kamo han Dyos, ngan ayaw itugot nga an iyo mga ungara hadto han mga tapang pa kamo amo an magbuot han iyo mga kinabuhi.","As obedient children, do not conform to the evil desires you had when you lived in ignorance."
"Lugod, kinahanglan mabaraan kamo ha ngatanan nga iyo ginbubuhat, sugad gud nga baraan an Dyos nga nagtawag ha iyo.","But just as he who called you is holy, so be holy in all you do;"
"Nasiring an kasuratan, “Kinahanglan mabaraan kamo, kay baraan ako.”","for it is written: “Be holy, because I am holy.”"
kundi ginlukat kamo pinaagi han hamili nga dugo ni Cristo nga iginhalad sugad hin kordero nga waray dum-it o buring.,"but with the precious blood of Christ, a lamb without blemish or defect."
"Daan hiya ginpili han Dyos san-o himoon an kalibutan, ngan iginpadayag ha kataposan nga mga adlaw para han iyo kaupayan.","He was chosen before the creation of the world, but was revealed in these last times for your sake."
"Kay gin-anak liwat kamo, pinaagi han buhi ngan waray kataposan nga pulong han Dyos. Mga anak na kamo diri hin ginikanan nga may kamatayon, kundi hin ginikanan nga waray kamatayon.","For you have been born again, not of perishable seed, but of imperishable, through the living and enduring word of God."
"Sumala han siring han kasuratan, “Sugad hin banwa an ngatanan nga mga tawo, ngan sugad la han bukad ha kapatagan an ira katahom. Nalalaya an banwa, ngan narapdag an iya bukad,","For, “All people are like grass, and all their glory is like the flowers of the field; the grass withers and the flowers fall,"
kundi nagpapabilin ha kadayonan an pulong han Ginoo.” Amo ini an pulong nga gindara ha iyo han Maupay nga Sumat.,but the word of the Lord endures forever.” And this is the word that was preached to you.
"Sanglit bayai niyo an ngatanan nga karat-an; waray na an pagbuwa, o pagkamalabyaw, o pangabugho, o pagyubit!","Therefore, rid yourselves of all malice and all deceit, hypocrisy, envy, and slander of every kind."
"Masugad unta kamo hin mga minasus-an, nga dayuday inuuhaw han lus-ay nga espirituhanon nga gatas, basi pag-inom niyo hini nga gatas tumubo kamo ngan matalwas.","Like newborn babies, crave pure spiritual milk, so that by it you may grow up in your salvation,"
"Sumala han siring han kasuratan, “Natilawan na niyo an pagkamaupay han Ginoo.”",now that you have tasted that the Lord is good.
"Dangop kamo han Ginoo, an buhi nga bato nga ginsalikway han mga tawo, kundi ginmahal han Dyos.","As you come to him, the living Stone—rejected by humans but chosen by God and precious to him—"
Mahal kaupay ini nga bato para ha iyo nga natoo kundi para han diri natoo: “An bato ngahaw nga iginsalikway han mga magtirindog nahimo lugod nga labi ka importante nga bato.”,"Now to you who believe, this stone is precious. But to those who do not believe, “The stone the builders rejected has become the cornerstone,”"
"Hadto anay diri kamo mga tawo han Dyos, kundi yana mga tawo na kamo niya. Hadto anay diri kamo maaram han kalooy han Dyos, kundi yana nakarawat na niyo an iya kalooy.","Once you were not a people, but now you are the people of God; once you had not received mercy, but now you have received mercy."
"Tungod han Ginoo, pagpasakop kamo ha ngatanan nga kagamhanan dinhe ha tuna: ha Emperador nga amo an gilalabawi nga magburuot,","Submit yourselves for the Lord’s sake to every human authority: whether to the emperor, as the supreme authority,"
ngan han mga gobernador nga amo an gintudlok niya hin pagkastigo han mga nagbubuhat hin maraot ngan pagpasidungog hadton mga nagbubuhat hin maupay.,"or to governors, who are sent by him to punish those who do wrong and to commend those who do right."
Kay amo ini an kaburot-on han Dyos: karuyag niya nga pinaagi han iyo maupay nga mga buhat kapugngan niyo an waray pulos nga yayaknon han mga buangbuang nga tawo.,For it is God’s will that by doing good you should silence the ignorant talk of foolish people.
"Pag-ukoy kamo sugad hin talwas nga mga tawo; kundi ayaw niyo gamita an iyo katalwasan nga pasangilan hin pagbuhat hin maraot, kundi pag-ukoy kamo sugad hin mga oripon han Dyos.","Live as free people, but do not use your freedom as a cover-up for evil; live as God’s slaves."
"Tahora an ngatanan nga mga tawo, higugmaa an iyo igkasi mga magtinuohon, kahadloki an Dyos, ngan tahora niyo an Emperador.","Show proper respect to everyone, love the family of believers, fear God, honor the emperor."
"Pagpapakaupayon kamo han Dyos tungod hini, kon makailob kamo han mga pag-antos nga diri angay ha iyo kay maaram man kamo han iya kaburot-on.",For it is commendable if someone bears up under the pain of unjust suffering because they are conscious of God.
"Gintawag kamo han Dyos tungod hini; kay nag-antos hi Cristo ngahaw tungod ha iyo, ngan ginbilinan kamo hin susbaranan, basi magsubad kamo ha iya.","To this you were called, because Christ suffered for you, leaving you an example, that you should follow in his steps."
Waray hiya makasala ngan waray gud hiya magbuwa.,"“He committed no sin, and no deceit was found in his mouth.”"
"Han pagpakaraota ha iya waray hiya bumulos; han pag-antos niya waray hiya manarhog, kundi naglaom la hiya han Dyos, an matadong nga Maghurukom.","When they hurled their insults at him, he did not retaliate; when he suffered, he made no threats. Instead, he entrusted himself to him who judges justly."
"Didto ha kros an aton mga sala gindara ni Cristo ha iya lawas, basi mamatay kita dida han sala ngan mabuhi kita nga matadong. Pinaagi han iya mga kasamdan nagkauupay kamo.","“He himself bore our sins” in his body on the cross, so that we might die to sins and live for righteousness; “by his wounds you have been healed.”"
Sugad kamo hin nagkawawara nga mga karnero; kundi yana iginbalik na kamo hin pagsunod han Magmarangno ngan Magbarantay han iyo mga kalag.,"For “you were like sheep going astray,” but now you have returned to the Shepherd and Overseer of your souls."
kay makita hira han kaputli ngan kabaraan han iyo kinabuhi.,when they see the purity and reverence of your lives.
"Kinahanglan an iyo kahusay diri ha gawas la nga rayandayan, sugad han pag-ayad han iyo buhok, o pagsul-ot hin mga alahas ngan mahal nga mga panapton.","Your beauty should not come from outward adornment, such as elaborate hairstyles and the wearing of gold jewelry or fine clothes."
"Lugod, tinguhaa an kahusay nga natikang ha sakob han iyo kinabuhi—an waray paglubad nga katahom hin malumo ngan mahilomon nga kinabuhi. Amo ini an gimamahali ha atubangan han Dyos.","Rather, it should be that of your inner self, the unfading beauty of a gentle and quiet spirit, which is of great worth in God’s sight."
"Kay hin sugad nga paagi an mainampoon nga kababayen-an nga naglaom han Dyos han una nga panahon nagpahusay han ira kalugaringon, pinaagi hin pagpasakop nira han ira mga bana.","For this is the way the holy women of the past who put their hope in God used to adorn themselves. They submitted themselves to their own husbands,"
Amo man ini hi Sara; nagsugot hiya kan Abraham ngan nagtawag ha iya “Agaron ko.” Mga anak nga kababayen-an kamo niya yana kon magbuhat kamo hin mag-upay ngan diri kamo mahadlok hin bisan ano.,"like Sarah, who obeyed Abraham and called him her lord. You are her daughters if you do what is right and do not give way to fear."
"Ha pagtapus: kinahanglan magkaada kamo hin pagkausa ha hunahuna ngan ha pagbati; maghigugmaay kamo sugad hin magburugto, ngan magmaloloy-on ngan magmapinaubsanon kamo nga duha.","Finally, all of you, be like-minded, be sympathetic, love one another, be compassionate and humble."
"Ayaw bulsa an karat-an hin karat-an, o an pakaraot, hin pakaraot; kundi balosa hin kaupayan, kay kaupayan an iginsaad han Dyos han pagtawga niya ha iyo.","Do not repay evil with evil or insult with insult. On the contrary, repay evil with blessing, because to this you were called so that you may inherit a blessing."
"Sumala han siring han kasuratan: “An karuyag magpahimulos han kinabuhi ngan karuyag kumita hin maupay nga mga panahon, kinahanglan diri na magyakan hin maraot, ngan umundang na pagbinuwa.","For, “Whoever would love life and see good days must keep their tongue from evil and their lips from deceitful speech."
Kinahanglan bumaya hiya han maraot ngan magbuhat hin maupay; kinahanglan pangitaon niya an kalinaw ngan iya ini sundon.,They must turn from evil and do good; they must seek peace and pursue it.
"Kay an Ginoo nagbabantay han mga magtadong, ngan dayuday pinamamatian an ira mga pag-ampo; kundi nasupak hiya han mga nagbubuhat hin maraot.”","For the eyes of the Lord are on the righteous and his ears are attentive to their prayer, but the face of the Lord is against those who do evil.”"
Hin-o in maglalabot ha iyo kon tinguha niyo an pagbuhat hin maupay?,Who is going to harm you if you are eager to do good?
"Kundi bisan kon mag-antos kamo tungod hin pagbuhat hin maupay, pagkapalaran niyo! Ayaw kamo kahadlok han mga tawo, ngan ayaw kabaraka.","But even if you should suffer for what is right, you are blessed. “Do not fear their threats ; do not be frightened.”"
"Kay mauruupay an pag-antos tungod hin pagbuhat hin maupay, kon amo an kaburot-on han Dyos, kay hin pagbuhat hin maraot.","For it is better, if it is God’s will, to suffer for doing good than for doing evil."
ngan ha iya espirituhanon nga kahimtang kinmadto ngan nagwali hiya han mga binilanggo nga mga espiritu.,"After being made alive, he went and made proclamation to the imprisoned spirits—"
"nga kinmadto na ha langit ngan aadto na ha tuo han Dyos, nga naghahadi na han ngatanan nga mga anghel ngan langitnon nga mga kagamhanan.","who has gone into heaven and is at God’s right hand—with angels, authorities and powers in submission to him."
"Tungod nga lawasnon nga pag-antos an gin-antos ni Cristo, kinahanglan maandam liwat kamo hin pag-antos; kay an hin-o man nga nag-aantos dinhe hini nga kinabuhi binmaya na hin pagpakasala.","Therefore, since Christ suffered in his body, arm yourselves also with the same attitude, because whoever suffers in the body is done with sin."
"Sanglit tikang yana, kinahanglan gamiton na niyo an salin han iyo tunan-on nga kinabuhi hin pagbuhat han kaburot-on han Dyos, diri han mga ungara hin tawo.","As a result, they do not live the rest of their earthly lives for evil human desires, but rather for the will of God."
"Ngan yana nahigugupong an mga diri natoo han Dyos nga diri na kamo naungay ha ira dida hin pagpatuyang han mahilas ngan waray pulos nga kinabuhi, sanglit ginyuyubit kamo nira.","They are surprised that you do not join them in their reckless, wild living, and they heap abuse on you."
Kundi mahatag hira sa Dyos hin katuhayan nga andam paghukom han mga buhi ngan han mga minatay.,But they will have to give account to him who is ready to judge the living and the dead.
"Hiraniay na an kataposan han ngatanan nga mga butang. Kinahanglan mag-ikmat ngan magpugong kamo han iyo kalugaringon, basi makag-ampo kamo.",The end of all things is near. Therefore be alert and of sober mind so that you may pray.
"Labaw han ngatanan, paghigugmaay kamo hin tinuod, kay natahob hin damo nga mga sala an gugma.","Above all, love each other deeply, because love covers over a multitude of sins."
"Pasak-a an makada ha iyo mga panimalay, hin waray pagngurutob.",Offer hospitality to one another without grumbling.
"Hinigugma ko nga kasangkayan, ayaw hipausa han mapait nga pagsulay nga iyo gin-aantos, sugad nga talagsaon nga hinabo ha iyo.","Dear friends, do not be surprised at the fiery ordeal that has come on you to test you, as though something strange were happening to you."
"Lugod paglipay kamo nga nakakaangbit kamo han mga pag-antos ni Cristo, basi magmalipayon kamo kon ipadayag na an iya himaya.","But rejoice inasmuch as you participate in the sufferings of Christ, so that you may be overjoyed when his glory is revealed."
"Palaran kamo kon pagyubiton kamo tungod kay mga sumusunod kamo ni Cristo; karuyag sidngon hini nga aada ha iyo an mahimayaon nga Espiritu, an Espiritu han Dyos.","If you are insulted because of the name of Christ, you are blessed, for the Spirit of glory and of God rests on you."
"Kon may-ada ha iyo mag-antos, diri tungod kay hiya parapatay hin tawo, o kawatan, o kriminal o makimasamok, o malabot han butang han iba.","If you suffer, it should not be as a murderer or thief or any other kind of criminal, or even as a meddler."
"Kundi kon may mag-antos tungod han iya pagka-Cristiano, diri hiya maawod, kundi magpasalamat han Dyos nga nagdadara hiya han ngaran ni Cristo.","However, if you suffer as a Christian, do not be ashamed, but praise God that you bear that name."
"Sumala han siring han kasuratan, “Makuri matalwas adton mag-upay nga mga tawo; sanglit ano man an mahinanabo hadton mga diri natoo han Dyos ngan makasasala?”","And, “If it is hard for the righteous to be saved, what will become of the ungodly and the sinner?”"
"Ayaw pagpakaladnganan ha ira mga igintapod ha iyo, kundi magin susbaranan kamo han panon.","not lording it over those entrusted to you, but being examples to the flock."
"Ngan kon magpadayag na an Labaw nga Magmarangno, makarawat kamo han mahimayaon nga pudongpudong nga diri malubad.","And when the Chief Shepherd appears, you will receive the crown of glory that will never fade away."
"Sanglit pagpaubos kamo ha ubos han gahom han Dyos, basi pahitas-on kamo niya kon umabot na an iya iginsaad nga panahon.","Humble yourselves, therefore, under God’s mighty hand, that he may lift you up in due time."
"Itubyan ha iya an ngatanan niyo nga mga kasungkuan, kay napaid hiya ha iyo.",Cast all your anxiety on him because he cares for you.
"Pag-ikmat ngan pagtagam kamo! Naglilibot-libot an Yawa nga iyo kaaway, sugad hin nagngungurob nga liyon nga nangingita hin iya tutukbon.",Be alert and of sober mind. Your enemy the devil prowls around like a roaring lion looking for someone to devour.
