en	tl
My little children, I’m writing these things to you so that you don’t sin. But if you do sin, we have an advocate with the Father, Jesus Christ the righteous one.	Mga munti kong anak, ang mga bagay na ito ay isinusulat ko sa inyo, upang kayo'y huwag magkasala. Ngunit kung ang sinuman ay magkasala, tayo ay may Tagapagtanggol sa harap ng Ama, si Jesu-Cristo na siyang matuwid.
He is God’s way of dealing with our sins, not only ours but the sins of the whole world.	Siya ang kabayaran para sa ating mga kasalanan, at hindi lamang para sa atin kundi para din sa kasalanan ng buong sanlibutan.
This is how we know that we know him: if we keep his commandments.	At sa ganito'y nalalaman natin na siya'y kilala natin, kung tinutupad natin ang kanyang mga utos.
The one who claims, “I know him,” while not keeping his commandments, is a liar, and the truth is not in this person.	Ang nagsasabing, “Kilala ko siya,” ngunit hindi tinutupad ang kanyang mga utos, ay sinungaling, at ang katotohanan ay wala sa kanya.
But the love of God is truly perfected in whoever keeps his word. This is how we know we are in him.	Ngunit ang sinumang tumutupad ng kanyang salita, tunay na naging ganap sa taong ito ang pag-ibig ng Diyos. Sa pamamagitan nito'y nalalaman nating tayo'y nasa kanya.
The one who claims to remain in him ought to live in the same way as he lived.	Ang nagsasabing siya'y nananatili sa kanya ay nararapat ding lumakad gaya ng kanyang paglakad.
Dear friends, I’m not writing a new commandment to you, but an old commandment that you had from the beginning. The old commandment is the message you heard.	Mga minamahal, hindi bago ang utos na isinusulat ko sa inyo, kundi ang dating utos na nasa inyo na buhat nang pasimula; ang dating utos ay ang salita na inyong narinig.
On the other hand, I am writing a new commandment to you, which is true in him and in you, because the darkness is passing away and the true light already shines.	Gayunma'y isinusulat ko sa inyo ang isang bagong utos na tunay sa kanya at sa inyo, sapagkat ang kadiliman ay lumilipas at ang tunay na liwanag ay tumatanglaw na.
The one who claims to be in the light while hating a brother or sister is in the darkness even now.	Ang nagsasabing siya'y nasa liwanag at napopoot sa kanyang kapatid ay nasa kadiliman pa hanggang ngayon.
The person loving a brother and sister stays in the light, and there is nothing in the light that causes a person to stumble.	Ang umiibig sa kanyang kapatid ay nananatili sa liwanag, at sa kanya'y walang anumang kadahilanang ikatitisod.
But the person who hates a brother or sister is in the darkness and lives in the darkness, and doesn’t know where to go because the darkness blinds the eyes.	Ngunit ang napopoot sa kanyang kapatid ay nasa kadiliman. Siya ay lumalakad sa kadiliman at hindi niya nalalaman kung saan siya pupunta, sapagkat ang kanyang mga mata ay binulag ng kadiliman.
Little children, I’m writing to you because your sins have been forgiven through Jesus’ name.	Mga munting anak, kayo'y sinusulatan ko sapagkat ipinatawad sa inyo ang inyong mga kasalanan dahil sa kanyang pangalan.
Parents, I’m writing to you because you have known the one who has existed from the beginning. Young people, I’m writing to you because you have conquered the evil one.	Mga ama, kayo'y sinusulatan ko, sapagkat inyong nakilala siyang nagbuhat pa nang pasimula. Mga kabataang lalaki, kayo'y sinusulatan ko sapagkat inyong dinaig ang masama.
Little children, I write to you because you know the Father. Parents, I write to you because you have known the one who has existed from the beginning. Young people, I write to you because you are strong, the word of God remains in you, and you have conquered the evil one.	Mga anak, kayo'y sinusulatan ko sapagkat inyong nakilala ang Ama. Mga ama, kayo'y sinusulatan ko sapagkat inyong nakilala siyang nagbuhat pa nang pasimula. Mga kabataan, kayo'y sinusulatan ko sapagkat kayo'y malalakas, at ang salita ng Diyos ay nananatili sa inyo, at inyong dinaig ang masama.
Don’t love the world or the things in the world. If anyone loves the world, the love of the Father is not in them.	Huwag ninyong ibigin ang sanlibutan, ni ang mga bagay na nasa sanlibutan. Ang pag-ibig ng Ama ay wala sa sinumang umiibig sa sanlibutan.
Everything that is in the world—the craving for whatever the body feels, the craving for whatever the eyes see and the arrogant pride in one’s possessions—is not of the Father but is of the world.	Sapagkat ang lahat na nasa sanlibutan, ang masamang pagnanasa ng laman, ang pagnanasa ng mga mata, at ang pagmamataas sa buhay, ay hindi mula sa Ama kundi sa sanlibutan.
And the world and its cravings are passing away, but the person who does the will of God remains forever.	Ang sanlibutan at ang pagnanasa nito ay lumilipas, ngunit ang gumagawa ng kalooban ng Diyos ay nananatili magpakailanman.
Little children, it is the last hour. Just as you have heard that the antichrist is coming, so now many antichrists have appeared. This is how we know it is the last hour.	Mga anak, huling oras na! Gaya ng inyong narinig na darating ang anti-Cristo, kahit ngayon ay lumitaw na ang maraming anti-Cristo. Kaya nalalaman nating huling oras na.
They went out from us, but they were not really part of us. If they had been part of us, they would have stayed with us. But by going out from us, they showed they all are not part of us.	Sila'y lumabas sa atin, ngunit sila'y hindi sa atin; sapagkat kung sila'y kabilang sa atin ay magpapatuloy sana silang kasama natin. Ngunit sa paglabas nila ay ginawa nilang maliwanag na silang lahat ay hindi kabilang sa atin.
But you have an anointing from the holy one, and all of you know the truth.	Ngunit kayo'y pinahiran ng Banal, at nalalaman ninyo ang lahat ng mga bagay.
I don’t write to you because you don’t know the truth but because you know it. You know that no lie comes from the truth.	Sinusulatan ko kayo, hindi dahil sa hindi ninyo nalalaman ang katotohanan, kundi dahil nalalaman ninyo iyon, at nalalaman ninyo na walang kasinungalingan na nagmumula sa katotohanan.
Who is the liar? Isn’t it the person who denies that Jesus is the Christ? This person is the antichrist: the one who denies the Father and the Son.	Sino ang sinungaling kundi ang nagkakaila na si Jesus ay siyang Cristo? Ito ang anti-Cristo, ang nagkakaila sa Ama at sa Anak.
Everyone who denies the Son does not have the Father, but the one who confesses the Son has the Father also.	Ang sinumang nagkakaila sa Anak, ay hindi sumasakanya ang Ama. Ang nagpapahayag sa Anak ay sumasakanya rin ang Ama.
As for you, what you heard from the beginning must remain in you. If what you heard from the beginning remains in you, you will also remain in relationship to the Son and in the Father.	Manatili sa inyo ang inyong narinig buhat nang pasimula. Kung nananatili sa inyo ang narinig ninyo buhat nang pasimula, kayo naman ay mananatili sa Anak at sa Ama.
This is the promise that he himself gave us: eternal life.	At ito ang pangako na kanyang ipinangako sa atin, ang buhay na walang hanggan.
I write these things to you about those who are attempting to deceive you.	Isinulat ko sa inyo ang mga bagay na ito tungkol sa mga mandaraya sa inyo.
As for you, the anointing that you received from him remains on you, and you don’t need anyone to teach you the truth. But since his anointing teaches you about all things (it’s true and not a lie), remain in relationship to him just as he taught you.	Tungkol sa inyo, ang pagpapahid na inyong tinanggap ay nananatili sa inyo, kaya't hindi na ninyo kailangan pang kayo'y turuan ng sinuman. Ngunit kayo'y tinuturuan ng kanyang pagpapahid tungkol sa lahat ng mga bagay, at ito'y totoo at hindi kasinungalingan, kung paanong kayo'y tinuruan nito, ay gayon kayo manatili sa kanya.
And now, little children, remain in relationship to Jesus, so that when he appears we can have confidence and not be ashamed in front of him when he comes.	At ngayon, mga munting anak, manatili kayo sa kanya; upang kung mahayag siya ay magkaroon kayo ng pagtitiwala, at hindi mapahiya sa harapan niya sa kanyang pagdating.
If you know that he is righteous, you also know that every person who practices righteousness is born from him.	Kung nalalaman ninyong siya'y matuwid, makakatiyak kayo na ang bawat gumagawa ng katuwiran ay ipinanganak niya.
See what kind of love the Father has given to us in that we should be called God’s children, and that is what we are! Because the world didn’t recognize him, it doesn’t recognize us.	Masdan ninyo kung anong uri ng pag-ibig ang ipinagkaloob sa atin ng Ama, upang tayo'y matawag na mga anak ng Diyos; at tayo'y gayon nga. Dahil dito'y hindi tayo nakikilala ng sanlibutan, sapagkat siya'y hindi nakilala nito.
Dear friends, now we are God’s children, and it hasn’t yet appeared what we will be. We know that when he appears we will be like him because we’ll see him as he is.	Mga minamahal, ngayon ay mga anak tayo ng Diyos at hindi pa nahahayag kung magiging ano tayo. Nalalaman natin na kung siya'y mahayag, tayo'y magiging katulad niya, sapagkat siya'y ating makikita bilang siya.
And all who have this hope in him purify themselves even as he is pure.	At sinumang may ganitong pag-asa sa kanya ay naglilinis sa kanyang sarili, gaya naman niyang malinis.
Every person who practices sin commits an act of rebellion, and sin is rebellion.	Ang sinumang gumagawa ng kasalanan ay lumalabag din naman sa kautusan; at ang kasalanan ay ang paglabag sa kautusan.
You know that he appeared to take away sins, and there is no sin in him.	Nalalaman ninyo na siya'y nahayag upang mag-alis ng mga kasalanan; at sa kanya'y walang kasalanan.
Every person who remains in relationship to him does not sin. Any person who sins has not seen him or known him.	Ang sinumang nananatili sa kanya ay hindi nagkakasala; sinumang nagkakasala ay hindi nakakita sa kanya, ni hindi nakakilala sa kanya.
Little children, make sure no one deceives you. The person who practices righteousness is righteous, in the same way that Jesus is righteous.	Mga munting anak, huwag kayong padaya kanino man. Ang gumagawa ng katuwiran ay matuwid, gaya niya na matuwid.
The person who practices sin belongs to the devil, because the devil has been sinning since the beginning. God’s Son appeared for this purpose: to destroy the works of the devil.	Ang patuloy na gumagawa ng kasalanan ay sa diyablo; sapagkat buhat pa nang pasimula ay nagkakasala na ang diyablo. Dahil dito, nahayag ang Anak ng Diyos upang wasakin ang mga gawa ng diyablo.
Those born from God don’t practice sin because God’s DNA remains in them. They can’t sin because they are born from God.	Ang sinumang ipinanganak ng Diyos ay hindi patuloy na nagkakasala, sapagkat ang kanyang binhi ay nananatili sa kanya at hindi siya maaaring magkasala, sapagkat siya'y ipinanganak ng Diyos.
This is how God’s children and the devil’s children are apparent: everyone who doesn’t practice righteousness is not from God, including the person who doesn’t love a brother or sister.	Sa ganito nahahayag ang mga anak ng Diyos at ang mga anak ng diyablo: ang sinumang hindi gumagawa ng katuwiran ay hindi sa Diyos, pati ang hindi umiibig sa kanyang kapatid.
This is the message that you heard from the beginning: love each other.	Sapagkat ito ang mensahe na inyong narinig buhat nang pasimula, na mag-ibigan tayo sa isa't isa,
Don’t behave like Cain, who belonged to the evil one and murdered his brother. And why did he kill him? He killed him because his own works were evil, but the works of his brother were righteous.	na hindi gaya ni Cain na siya'y sa masama, at pinaslang ang kanyang kapatid. At bakit niya ito pinaslang? Sapagkat ang kanyang mga gawa ay masasama at ang mga gawa ng kanyang kapatid ay matutuwid.
Don’t be surprised, brothers and sisters, if the world hates you.	Mga kapatid, huwag kayong magtaka, kung kayo'y kinapopootan ng sanlibutan.
We know that we have transferred from death to life, because we love the brothers and sisters. The person who does not love remains in death.	Nalalaman nating tayo'y dumaan na mula sa kamatayan patungo sa buhay, sapagkat iniibig natin ang isa't isa. Ang hindi umiibig ay nananatili sa kamatayan.
Everyone who hates a brother or sister is a murderer, and you know that murderers don’t have eternal life residing in them.	Ang sinumang napopoot sa kanyang kapatid ay isang mamamatay-tao, at nalalaman ninyong ang buhay na walang hanggan ay hindi nananatili sa sinumang mamamatay-tao.
This is how we know love: Jesus laid down his life for us, and we ought to lay down our lives for our brothers and sisters.	Dito natin nakikilala ang pag-ibig, sapagkat ibinigay niya ang kanyang buhay alang-alang sa atin; at nararapat nating ibigay ang ating mga buhay alang-alang sa mga kapatid.
But if someone has material possessions and sees a brother or sister in need but refuses to help—how can the love of God dwell in a person like that?	Subalit ang sinumang may mga pag-aari sa sanlibutang ito, at nakikita ang kanyang kapatid na nangangailangan, at pinagsasarhan niya ito ng kanyang damdamin, paanong nananatili ang pag-ibig ng Diyos sa kanya?
Little children, let’s not love with words or speech but with action and truth.	Mga munting anak, huwag tayong umibig sa salita, ni sa dila kundi sa gawa at sa katotohanan.
This is how we will know that we belong to the truth and reassure our hearts in God’s presence.	Dito natin makikilala na tayo'y mula sa katotohanan, at magkakaroon ng kapanatagan ang ating mga puso sa harapan niya,
Even if our hearts condemn us, God is greater than our hearts and knows all things.	tuwing hahatulan tayo ng ating puso; sapagkat ang Diyos ay higit na dakila kaysa ating puso, at nalalaman niya ang lahat ng mga bagay.
Dear friends, if our hearts don’t condemn us, we have confidence in relationship to God.	Mga minamahal, kung tayo'y hindi hinahatulan ng ating puso, tayo ay may kapanatagan sa harapan ng Diyos;
We receive whatever we ask from him because we keep his commandments and do what pleases him.	at anumang ating hingin ay tinatanggap natin mula sa kanya, sapagkat tinutupad natin ang kanyang mga utos at ginagawa natin ang mga bagay na kalugud-lugod sa kanyang harapan.
This is his commandment, that we believe in the name of his Son, Jesus Christ, and love each other as he commanded us.	At ito ang kanyang utos, na manampalataya tayo sa pangalan ng kanyang Anak na si Jesu-Cristo, at tayo'y mag-ibigan sa isa't isa ayon sa ibinigay niyang utos sa atin.
Those who keep his commandments dwell in God and God dwells in them. This is how we know that he dwells in us, because of the Spirit he has given us.	At ang tumutupad ng kanyang mga utos ay nananatili sa kanya, at siya sa kanya. At dito'y nakikilala natin na siya'y nananatili sa atin, sa pamamagitan ng Espiritu na kanyang ibinigay sa atin.
Dear friends, don’t believe every spirit. Test the spirits to see if they are from God because many false prophets have gone into the world.	Mga minamahal, huwag ninyong paniwalaan ang bawat espiritu, kundi inyong subukin ang mga espiritu, kung sila'y sa Diyos, sapagkat maraming lumitaw na mga bulaang propeta sa sanlibutan.
This is how you know if a spirit comes from God: every spirit that confesses that Jesus Christ has come as a human is from God,	Dito'y nakikilala ninyo ang Espiritu ng Diyos: ang bawat espiritung nagpapahayag na si Jesu-Cristo ay naparito sa laman ay sa Diyos,
and every spirit that doesn’t confess Jesus is not from God. This is the spirit of the antichrist, which you have heard is coming and is now already in the world.	at ang bawat espiritung hindi ipinahahayag si Jesus, ay hindi sa Diyos. Ito ang espiritu ng anti-Cristo, na inyong narinig na darating at ngayo'y nasa sanlibutan na.
You are from God, little children, and you have defeated these people because the one who is in you is greater than the one who is in the world.	Kayo'y sa Diyos, mga munting anak, at inyong dinaig sila sapagkat siyang nasa inyo ay higit na dakila kaysa sa nasa sanlibutan.
They are from the world. So they speak from the world’s point of view and the world listens to them.	Sila'y sa sanlibutan: kaya't tungkol sa sanlibutan ang kanilang sinasabi at pinapakinggan sila ng sanlibutan.
We are from God. The person who knows God listens to us. Whoever is not from God doesn’t listen to us. This is how we recognize the Spirit of truth and the spirit of error.	Kami ay sa Diyos. Ang nakakakilala sa Diyos ay nakikinig sa amin at ang hindi sa Diyos ay hindi nakikinig sa amin. Dito'y ating nakikilala ang espiritu ng katotohanan at ang espiritu ng kamalian.
Dear friends, let’s love each other, because love is from God, and everyone who loves is born from God and knows God.	Mga minamahal, mag-ibigan tayo sa isa't isa, sapagkat ang pag-ibig ay sa Diyos at ang bawat umiibig ay ipinanganak ng Diyos at nakakakilala sa Diyos.
The person who doesn’t love does not know God, because God is love.	Ang hindi umiibig ay hindi nakakakilala sa Diyos; sapagkat ang Diyos ay pag-ibig.
This is how the love of God is revealed to us: God has sent his only Son into the world so that we can live through him.	Dito nahayag ang pag-ibig ng Diyos sa atin, sapagkat sinugo ng Diyos ang kanyang bugtong na Anak sa sanlibutan upang tayo'y mabuhay sa pamamagitan niya.
This is love: it is not that we loved God but that he loved us and sent his Son as the sacrifice that deals with our sins.	Narito ang pag-ibig, hindi sa tayo'y umibig sa Diyos, kundi siya ang umibig sa atin, at sinugo ang kanyang Anak na pantubos sa ating mga kasalanan.
Dear friends, if God loved us this way, we also ought to love each other.	Mga minamahal, kung tayo'y inibig ng Diyos nang gayon, nararapat na mag-ibigan din naman tayo sa isa't isa.
No one has ever seen God. If we love each other, God remains in us and his love is made perfect in us.	Walang nakakita kailanman sa Diyos; kung tayo'y nag-iibigan sa isa't isa, ang Diyos ay nananatili sa atin, at ang kanyang pag-ibig ay nagiging sakdal sa atin.
This is how we know we remain in him and he remains in us, because he has given us a measure of his Spirit.	Dito'y nalalaman namin na kami'y nananatili sa kanya at siya'y sa amin, sapagkat binigyan niya kami ng kanyang Espiritu.
We have seen and testify that the Father has sent the Son to be the savior of the world.	At nakita namin at sinasaksihan na sinugo ng Ama ang Anak bilang Tagapagligtas ng sanlibutan.
If any of us confess that Jesus is God’s Son, God remains in us and we remain in God.	Ang sinumang nagpapahayag na si Jesus ay Anak ng Diyos, ang Diyos ay nananahan sa kanya, at siya'y sa Diyos.
We have known and have believed the love that God has for us. God is love, and those who remain in love remain in God and God remains in them.	At ating nalaman at sinampalatayanan ang pag-ibig ng Diyos para sa atin. Ang Diyos ay pag-ibig at ang nananatili sa pag-ibig ay nananatili sa Diyos, at ang Diyos ay nananatili sa kanya.
This is how love has been perfected in us, so that we can have confidence on the Judgment Day, because we are exactly the same as God is in this world.	Dito'y naging ganap ang pag-ibig sa atin upang tayo'y magkaroon ng lubos na pagtitiwala sa araw ng paghuhukom; sapagkat kung ano siya, ay gayundin naman tayo sa sanlibutang ito.
There is no fear in love, but perfect love drives out fear, because fear expects punishment. The person who is afraid has not been made perfect in love.	Walang takot sa pag-ibig kundi ang sakdal na pag-ibig ay nagpapalayas ng takot, sapagkat ang takot ay may kaparusahan at ang natatakot ay hindi pa nagiging sakdal sa pag-ibig.
We love because God first loved us.	Tayo'y umiibig sapagkat siya ang unang umibig sa atin.
Those who say, “I love God” and hate their brothers or sisters are liars. After all, those who don’t love their brothers or sisters whom they have seen can hardly love God whom they have not seen!	Kung sinasabi ng sinuman, “Iniibig ko ang Diyos,” at napopoot sa kanyang kapatid, siya ay sinungaling; sapagkat ang hindi umiibig sa kanyang kapatid na kanyang nakikita, ay hindi maaaring umibig sa Diyos na hindi niya nakita.
This commandment we have from him: Those who claim to love God ought to love their brother and sister also.	At ang utos na ito na mula sa kanya ay nasa atin, na ang umiibig sa Diyos ay dapat ding umibig sa kanyang kapatid.
Everyone who believes that Jesus is the Christ has been born from God. Whoever loves someone who is a parent loves the child born to the parent.	Ang sinumang sumasampalataya na si Jesus ay siyang Cristo ay ipinanganak ng Diyos, at ang bawat umiibig sa magulang ay umiibig din naman sa anak.
This is how we know that we love the children of God: when we love God and keep God’s commandments.	Dito'y ating nakikilala na iniibig natin ang mga anak ng Diyos, kapag iniibig natin ang Diyos at tinutupad natin ang kanyang mga utos.
This is the love of God: we keep God’s commandments. God’s commandments are not difficult,	Sapagkat ito ang pag-ibig sa Diyos, na ating tuparin ang kanyang mga utos at ang kanyang mga utos ay hindi pabigat.
because everyone who is born from God defeats the world. And this is the victory that has defeated the world: our faith.	Sapagkat ang sinumang ipinanganak ng Diyos ay dumadaig sa sanlibutan at ito ang tagumpay na dumadaig sa sanlibutan, ang ating pananampalataya.
Who defeats the world? Isn’t it the one who believes that Jesus is God’s Son?	Sino ang dumadaig sa sanlibutan, kundi ang sumasampalatayang si Jesus ang Anak ng Diyos?
This is the one who came by water and blood: Jesus Christ. Not by water only but by water and blood. And the Spirit is the one who testifies, because the Spirit is the truth.	Ito ang siyang naparito sa pamamagitan ng tubig at ng dugo, si Jesu-Cristo; hindi sa tubig lamang, kundi sa tubig at sa dugo. At ang Espiritu ang nagpapatotoo, sapagkat ang Espiritu ay katotohanan.
The three are testifying—	Sapagkat may tatlong nagpapatotoo:
the Spirit, the water, and the blood—and the three are united in agreement.	ang Espiritu, ang tubig, at ang dugo; at ang tatlo ay nagkakaisa.
If we receive human testimony, God’s testimony is greater, because this is what God testified: he has testified about his Son.	Kung tinatanggap natin ang patotoo ng mga tao, ay higit na dakila ang patotoo ng Diyos, sapagkat ito ang patotoo ng Diyos na siya'y nagpapatotoo tungkol sa kanyang Anak.
The one who believes in God’s Son has the testimony within; the one who doesn’t believe God has made God a liar, because that one has not believed the testimony that God gave about his Son.	Ang sumasampalataya sa Anak ng Diyos ay may patotoo sa kanyang sarili. Ang hindi sumasampalataya sa Diyos ay ginagawa siyang sinungaling, sapagkat hindi siya sumampalataya sa patotoo na ibinigay ng Diyos tungkol sa kanyang Anak.
And this is the testimony: God gave eternal life to us, and this life is in his Son.	At ito ang patotoo, na tayo'y binigyan ng Diyos ng buhay na walang hanggan at ang buhay na ito ay nasa kanyang Anak.
The one who has the Son has life. The one who doesn’t have God’s Son does not have life.	Ang kinaroroonan ng Anak ay kinaroroonan ng buhay; ang hindi kinaroroonan ng Anak ng Diyos ay hindi kinaroroonan ng buhay.
I write these things to you who believe in the name of God’s Son so that you can know that you have eternal life.	Ang mga bagay na ito ay isinulat ko sa inyo upang inyong malaman na kayo'y mayroong buhay na walang hanggan sa inyong nananampalataya sa pangalan ng Anak ng Diyos.
This is the confidence that we have in our relationship with God: If we ask for anything in agreement with his will, he listens to us.	Ito ang ating kapanatagan sa kanya, na kung tayo'y humingi ng anumang bagay na ayon sa kanyang kalooban, tayo'y pinapakinggan niya.
If we know that he listens to whatever we ask, we know that we have received what we asked from him.	At kung ating nalalaman na tayo'y pinapakinggan niya sa anumang ating hingin, nalalaman natin na natanggap natin ang mga kahilingang hinihingi natin sa kanya.
If anyone sees a brother or sister committing a sin that does not result in death, they should pray, and God will give life to them—that is, to those who commit sins that don’t result in death. There is a sin that results in death—I’m not saying that you should pray about that.	Kung makita ng sinuman ang kanyang kapatid na nagkakasala ng kasalanang hindi tungo sa kamatayan, ay idalangin siya at bibigyan siya ng Diyos ng buhay, na ukol sa mga nagkakasala ng hindi tungo sa kamatayan. May kasalanang tungo sa kamatayan, hindi tungkol dito ang sinasabi ko na idalangin ninyo.
Every unrighteous action is sin, but there is a sin that does not result in death.	Lahat ng kalikuan ay kasalanan, at may kasalanang hindi tungo sa kamatayan.
We know that everyone born from God does not sin, but the ones born from God guard themselves, and the evil one cannot touch them.	Alam natin na ang sinumang ipinanganak ng Diyos ay hindi patuloy na nagkakasala; subalit ang ipinanganak ng Diyos ay nag-iingat sa kanyang sarili, at hindi siya ginagalaw ng masama.
We know we are from God, and the whole world lies in the power of the evil one.	Alam natin na tayo'y sa Diyos at ang buong sanlibutan ay nasa ilalim ng kapangyarihan ng masama.
We know that God’s Son has come and has given us understanding to know the one who is true. We are in the one who is true by being in his Son, Jesus Christ. This is the true God and eternal life.	At alam natin na naparito ang Anak ng Diyos at binigyan niya tayo ng pagkaunawa upang ating makilala siya na totoo; at tayo'y nasa kanya na totoo, sa kanyang Anak na si Jesu-Cristo. Ito ang tunay na Diyos, at buhay na walang hanggan.
Little children, guard yourselves from idols!	Mga munting anak, lumayo kayo sa mga diyus-diyosan.
Peter, an apostle of Jesus Christ, To God’s chosen strangers in the world of the diaspora, who live in Pontus, Galatia, Cappadocia, Asia, and Bithynia.	Si Pedro, na apostol ni Jesu-Cristo, Sa mga hinirang na nangingibang-bayan na nasa Pangangalat sa Ponto, Galacia, Capadocia, Asia at Bitinia,
God the Father chose you because of what he knew beforehand. He chose you through the Holy Spirit’s work of making you holy and because of the faithful obedience and sacrifice of Jesus Christ. May God’s grace and peace be multiplied to you.	pinili at itinalaga ng Diyos Ama, at ginawang banal ng Espiritu upang sumunod kay Jesu-Cristo at mawisikan ng kanyang dugo: Biyaya at kapayapaan nawa ang sa inyo'y sumagana.
May the God and Father of our Lord Jesus Christ be blessed! On account of his vast mercy, he has given us new birth. You have been born anew into a living hope through the resurrection of Jesus Christ from the dead.	Purihin ang Diyos at Ama ng ating Panginoong Jesu-Cristo! Sa pamamagitan ng kanyang malaking kahabagan ay muli tayong ipinanganak sa isang buháy na pag-asa sa pamamagitan ng muling pagkabuhay ni Jesu-Cristo mula sa mga patay,
You have a pure and enduring inheritance that cannot perish—an inheritance that is presently kept safe in heaven for you.	tungo sa isang manang hindi nasisira, walang dungis, at hindi kumukupas, na inilaan sa langit para sa inyo,
Through his faithfulness, you are guarded by God’s power so that you can receive the salvation he is ready to reveal in the last time.	na sa kapangyarihan ng Diyos ay iniingatan sa pamamagitan ng pananampalataya para sa kaligtasan na nakahandang ipahayag sa huling panahon.
You now rejoice in this hope, even if it’s necessary for you to be distressed for a short time by various trials.	Sa ganito kayo'y nagagalak, bagama't ngayon sa sandaling panahon ay kailangan ninyong magdanas ng iba't ibang pagsubok,
This is necessary so that your faith may be found genuine. (Your faith is more valuable than gold, which will be destroyed even though it is itself tested by fire.) Your genuine faith will result in praise, glory, and honor for you when Jesus Christ is revealed.	upang ang kadalisayan ng inyong pananampalataya na mas mahalaga kaysa gintong nasisira, bagama't ito'y sinusubok sa pamamagitan ng apoy, ay mauwi sa kapurihan, kaluwalhatian at karangalan sa pagpapakita ni Jesu-Cristo.
Although you’ve never seen him, you love him. Even though you don’t see him now, you trust him and so rejoice with a glorious joy that is too much for words.	Hindi ninyo siya nakita gayunma'y inyong iniibig; bagama't ngayon ay hindi ninyo siya nakikita, gayunma'y inyong sinasampalatayanan, at kayo'y nagagalak na may galak na hindi maipaliwanag at puspos ng kaluwalhatian,
You are receiving the goal of your faith: your salvation.	na inyong tinatanggap ang bunga ng inyong pananampalataya, ang kaligtasan ng inyong mga kaluluwa.
The prophets, who long ago foretold the grace that you’ve received, searched and explored, inquiring carefully about this salvation.	Tungkol sa kaligtasang ito, nagsikap at nagsiyasat na mabuti ang mga propeta na nagpahayag tungkol sa biyayang darating sa inyo.
They wondered what the Spirit of Christ within them was saying when he bore witness beforehand about the suffering that would happen to Christ and the glory that would follow. They wondered what sort of person or what sort of time they were speaking about.	Kanilang siniyasat kung anong pagkatao o kapanahunan na tinutukoy ng Espiritu ni Cristo na sumasakanila, nang ipahayag ang mangyayaring pagdurusa ni Cristo, at ang kaluwalhatiang susunod sa mga ito.
It was revealed to them that in their search they were not serving themselves but you. These things, which even angels long to examine, have now been proclaimed to you by those who brought you the good news. They did this in the power of the Holy Spirit, who was sent from heaven.	Ipinahayag sa kanila na hindi sila naglilingkod sa kanilang sarili kundi sa inyo, sa mga bagay na ngayo'y ibinalita sa inyo sa pamamagitan ng mga nangaral sa inyo ng ebanghelyo sa pamamagitan ng Espiritu Santo na sinugo mula sa langit; na ang mga bagay na ito'y pinananabikang makita ng mga anghel.
